Cartera,IMPORTE,Des_Estado,Nombre
CA05,46772,Cerrada,Engrasadores y Afines
CA04,46856,Cerrada,CONECTORES
CA06,46918,Cerrada,VA3
CA05,47007,Cerrada,MANIF 5 VIAS
CA03,47043,Cerrada,ACC. ALTA PRESION
CA03,47043,Cerrada,Engrasadores y Afines
CA03,47043,Cerrada,VA1/VAP/VHP
CA99,47090,Cerrada,ACC PARA CAÑERIAS
CA99,47090,Cerrada,VA1/VAP/VHP
CA04,47189,Cerrada,BOTELLONES Y RECIPIENTES
CA04,47243,Cerrada,HERRAMIENTAS STD
CA04,47269,Cerrada,ACC PARA CAÑERIAS
CA04,47269,Cerrada,MANIF 2 VIAS
CA03,47273,Cerrada,ACC PARA CAÑERIAS
CA03,47273,Cerrada,CONECTORES
CA03,47273,Cerrada,TUBING
CA04,47355,Cerrada,ACC PARA CAÑERIAS
CA04,47355,Cerrada,MANIF 3 VIAS
CA04,47365,Cerrada,CONECTORES
CA04,47432,Cerrada,ACC PARA CAÑERIAS
CA04,47432,Cerrada,CONECTORES
CA04,47605,Cerrada,ACC PARA CAÑERIAS
CA04,47605,Cerrada,CONECTORES
CA04,47605,Cerrada,TUBING
CA04,47676,Cerrada,CONECTORES
CA06,47738,Cerrada,ACC. ALTA PRESION
CA04,47948,Cerrada,CONECTORES
CA04,47948,Cerrada,VALV DE ALIVIO
CA06,47968,Cerrada,CONECTORES
CA06,47968,Cerrada,VA1/VAP/VHP
CA06,48050,Cerrada,TUBING
CA05,48080,Cerrada,VA1/VAP/VHP
CA05,48080,Cerrada,VALV INTEGRAL
CA05,48195,Cerrada,VA1/VAP/VHP
CA05,48195,Cerrada,VALV INTEGRAL
CA04,48204,Cerrada,Engrasadores y Afines
CA04,48399,Cerrada,ACC PARA CAÑERIAS
CA04,48399,Cerrada,CONECTORES
CA04,48470,Cerrada,VA2
CA04,48491,Cerrada,CONECTORES
CA04,48491,Cerrada,VALV DE ALIVIO
CA04,48491,Cerrada,VALV INTEGRAL
CA06,48580,Cerrada,VA1/VAP/VHP
CA04,48696,Cerrada,ACC PARA CAÑERIAS
CA04,48696,Cerrada,VA1/VAP/VHP
CA06,48736,Cerrada,VA1/VAP/VHP
CA06,48759,Cerrada,VALV ESFERICAS  RVTA.
CA04,48858,Cerrada,CONECTORES
CA06,48871,Cerrada,CONECTORES
CA06,48871,Cerrada,TUBING
CA05,49121,Cerrada,CONECTORES
CA05,49121,Cerrada,TUBING
CA99,49132,Cerrada,ACC PARA CAÑERIAS
CA06,49231,Cerrada,ACC PARA CAÑERIAS
CA06,49231,Cerrada,ACC. ALTA PRESION
CA06,49231,Cerrada,CONECTORES
CA06,49231,Cerrada,REPUESTOS
CA06,49231,Cerrada,VA1/VAP/VHP
CA03,49335,Cerrada,ACC PARA CAÑERIAS
CA03,49335,Cerrada,CONECTORES
CA03,49335,Cerrada,TUBING
CA03,49506,Cerrada,SOPORTES PARA CAÑERIAS
CA03,49615,Cerrada,MANIF 2 VIAS
CA06,49624,Cerrada,CONECTORES
CA06,49624,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA06,49624,Cerrada,TUBING
CA04,49791,Cerrada,VALV INTEGRAL
CA06,49833,Cerrada,CONECTORES
CA06,50496,Cerrada,CONECTORES
CA06,50496,Cerrada,TUBING
CA04,50590,Cerrada,CONECTORES
CA06,50591,Cerrada,ACC PARA CAÑERIAS
CA06,50591,Cerrada,CONECTORES
CA06,50591,Cerrada,ESF. ABAC 2 VIAS
CA06,50591,Cerrada,TUBING
CA05,50811,Cerrada,ACCESORIOS VARIOS
CA05,50811,Cerrada,CONECTORES
CA06,50869,Cerrada,ACC PARA CAÑERIAS
CA06,50869,Cerrada,CONECTORES
CA06,51055,Cerrada,VALV INTEGRAL
CA06,51131,Cerrada,CONECTORES
CA06,51131,Cerrada,VA2
CA06,51131,Cerrada,VALV DE RETENCION
CA05,51132,Cerrada,VA1/VAP/VHP
CA04,51231,Cerrada,VALV INTEGRAL
CA03,51365,Cerrada,CONECTORES
CA03,51365,Cerrada,SOPORTES PARA CAÑERIAS
CA03,51365,Cerrada,TUBING
CA04,51375,Cerrada,ACCESORIOS VARIOS
CA04,51375,Cerrada,VALV INTEGRAL
CA05,51427,Cerrada,ACCESORIOS VARIOS
CA05,51427,Cerrada,MANIF 3 VIAS
CA05,51427,Cerrada,VA3
CA99,51596,Cerrada,ACC PARA CAÑERIAS
CA99,51596,Cerrada,CONECTORES
CA99,51596,Cerrada,TUBING
CA99,51596,Cerrada,VA1/VAP/VHP
CA06,51603,Cerrada,VM
CA05,51815,Cerrada,TUBING
CA04,51885,Cerrada,CONECTORES
CA05,51896,Cerrada,ACC. ALTA PRESION
CA05,51896,Cerrada,VA1/VAP/VHP
CA04,51899,Cerrada,VALV DE ALIVIO
CA06,51949,Cerrada,ACC PARA CAÑERIAS
CA06,51949,Cerrada,CONECTORES
CA06,52166,Cerrada,VALV ESFERICAS  RVTA.
CA06,52166,Cerrada,VALV INTEGRAL
CA03,52191,Cerrada,ACC. ALTA PRESION
CA03,52191,Cerrada,VALV DE ALIVIO
CA05,52244,Cerrada,MANIF 5 VIAS
CA04,52253,Cerrada,CONECTORES
CA04,52253,Cerrada,VALV DE ALIVIO
CA04,52253,Cerrada,VALV INTEGRAL
CA06,52258,Cerrada,ACC. ALTA PRESION
CA04,52500,Cerrada,ACC PARA CAÑERIAS
CA04,52576,Cerrada,CONECTORES
CA04,52576,Cerrada,TUBING
CA04,52637,Cerrada,ACC PARA CAÑERIAS
CA04,52637,Cerrada,CONECTORES
CA03,52720,Cerrada,VALV INTEGRAL
CA04,52898,Cerrada,REPUESTOS
CA03,53132,Cerrada,VALV INTEGRAL
CA04,53155,Cerrada,VALV DE RETENCION
CA04,53183,Cerrada,MANIF 3 VIAS
CA06,53711,Cerrada,ACC PARA CAÑERIAS
CA06,53711,Cerrada,CONECTORES
CA06,53711,Cerrada,SOPORTES PARA CAÑERIAS
CA04,53805,Cerrada,ACC. ALTA PRESION
CA04,53805,Cerrada,VALV ESFERICAS  RVTA.
CA03,53980,Cerrada,VA1/VAP/VHP
CA03,54060,Cerrada,TUBING
CA03,54168,Cerrada,CONECTORES
CA04,54264,Cerrada,ACC PARA CAÑERIAS
CA04,54264,Cerrada,ESF. ABAC 2 VIAS
CA04,54264,Cerrada,VALV DE ALIVIO
CA05,54287,Cerrada,ACC PARA CAÑERIAS
CA05,54287,Cerrada,VALV DE ALIVIO
CA03,54317,Cerrada,ESF. ABAC 2 VIAS
CA03,54317,Cerrada,Tapones Purgadores
CA05,54768,Cerrada,CONECTORES
CA05,54768,Cerrada,TUBING
CA03,54897,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA04,54944,Cerrada,REPUESTOS
CA06,54986,Cerrada,VA1/VAP/VHP
CA04,55110,Cerrada,ACC PARA CAÑERIAS
CA04,55110,Cerrada,BOTELLONES Y RECIPIENTES
CA05,55140,Cerrada,ACC PARA CAÑERIAS
CA04,55147,Cerrada,VALV DE RETENCION
CA06,55200,Cerrada,CONECTORES
CA03,55254,Cerrada,ACC PARA CAÑERIAS
CA03,55254,Cerrada,VALV DE RETENCION
CA06,55283,Cerrada,CONECTORES
CA06,55283,Cerrada,TUBING
CA06,55355,Cerrada,CONECTORES
CA06,55411,Cerrada,ACC. ALTA PRESION
CA04,55423,Cerrada,ACC PARA CAÑERIAS
CA04,55504,Cerrada,ACC PARA CAÑERIAS
CA04,55504,Cerrada,ACC. ALTA PRESION
CA04,55504,Cerrada,CONECTORES
CA05,55635,Cerrada,VALV INTEGRAL
CA04,55682,Cerrada,VA1/VAP/VHP
CA04,55682,Cerrada,VALV INTEGRAL
CA05,56128,Cerrada,MANIF 5 VIAS
CA06,56167,Cerrada,TUBING
CA06,56167,Cerrada,VALV DE ALIVIO
CA06,56167,Cerrada,VALV DE RETENCION
CA06,56167,Cerrada,VALV ESFERICAS  RVTA.
CA06,56167,Cerrada,VALV INTEGRAL
CA05,56283,Cerrada,ACC PARA CAÑERIAS
CA05,56283,Cerrada,CONECTORES
CA05,56283,Cerrada,TUBING
CA06,56510,Cerrada,VA3
CA06,56510,Cerrada,VALV ESFERICAS  RVTA.
CA03,56563,Cerrada,CONECTORES
CA03,56563,Cerrada,VALV ESFERICAS  RVTA.
CA04,56860,Cerrada,CONECTORES
CA03,56886,Cerrada,VALV INTEGRAL
CA05,56959,Cerrada,ACC PARA CAÑERIAS
CA05,56959,Cerrada,CONECTORES
CA05,56959,Cerrada,VALV INTEGRAL
CA06,57121,Cerrada,CONECTORES
CA03,57195,Cerrada,TUBING
CA06,57388,Cerrada,ARTICULO ESPECIAL
CA06,57417,Cerrada,CONECTORES
CA06,57417,Cerrada,VALV DE ALIVIO
CA06,57417,Cerrada,VALV DE RETENCION
CA06,57417,Cerrada,VALV ESFERICAS  RVTA.
CA06,57417,Cerrada,VALV INTEGRAL
CA04,57512,Cerrada,CONECTORES
CA05,57515,Cerrada,VA2
CA05,57515,Cerrada,VALV DE RETENCION
CA05,57545,Cerrada,Tapones Purgadores
CA04,57613,Cerrada,VALV INTEGRAL
CA03,57639,Cerrada,CONECTORES
CA06,57722,Cerrada,CONECTORES
CA04,57728,Cerrada,ACC PARA CAÑERIAS
CA04,57728,Cerrada,CONECTORES
CA06,57918,Cerrada,VALV DE RETENCION
CA05,57934,Cerrada,Tapones Purgadores
CA06,58045,Cerrada,VALV INTEGRAL
CA06,58050,Cerrada,ACC. ALTA PRESION
CA04,58057,Cerrada,VALV INTEGRAL
CA06,58320,Cerrada,CONECTORES
CA06,58320,Cerrada,VALV INTEGRAL
CA04,58422,Cerrada,REPUESTOS
CA04,58916,Cerrada,VA1/VAP/VHP
CA06,58921,Cerrada,ACC PARA CAÑERIAS
CA03,58938,Cerrada,ACC PARA CAÑERIAS
CA04,59101,Cerrada,ACC PARA CAÑERIAS
CA04,59101,Cerrada,ESF. ABAC 2 VIAS
CA04,59101,Cerrada,VALV DE ALIVIO
CA06,59454,Cerrada,Engrasadores y Afines
CA06,59454,Cerrada,VALV DE ALIVIO
CA04,59464,Cerrada,ACC PARA CAÑERIAS
CA06,59820,Cerrada,CONECTORES
CA06,59820,Cerrada,VALV DE ALIVIO
CA06,59820,Cerrada,VALV DE RETENCION
CA05,59838,Cerrada,CONECTORES
CA05,59838,Cerrada,TUBING
CA05,59838,Cerrada,VA2
CA03,59934,Cerrada,ACC. ALTA PRESION
CA03,59934,Cerrada,ARTICULO ESPECIAL
CA06,60005,Cerrada,ARTICULO ESPECIAL
CA05,60174,Cerrada,ACC PARA CAÑERIAS
CA05,60174,Cerrada,CONECTORES
CA05,60174,Cerrada,TUBING
CA06,60360,Cerrada,CONECTORES
CA06,60376,Cerrada,ACC PARA CAÑERIAS
CA06,60376,Cerrada,CONECTORES
CA06,60689,Cerrada,ACC PARA CAÑERIAS
CA06,60689,Cerrada,VM
CA04,60751,Cerrada,VA1/VAP/VHP
CA05,60942,Cerrada,VALV INTEGRAL
CA06,61025,Cerrada,ACC. ALTA PRESION
CA06,61025,Cerrada,CONECTORES
CA03,61052,Cerrada,VALV INTEGRAL
CA05,61090,Cerrada,MANIF 5 VIAS
CA04,61100,Cerrada,ACC PARA CAÑERIAS
CA04,61100,Cerrada,VA3
CA06,61479,Cerrada,ACC PARA CAÑERIAS
CA06,61479,Cerrada,CONECTORES
CA06,61479,Cerrada,TUBING
CA06,61574,Cerrada,REPUESTOS
CA06,61574,Cerrada,VALV DE ALIVIO
CA04,61809,Cerrada,CONECTORES
CA04,61809,Cerrada,TUBING
CA04,62011,Cerrada,CONECTORES
CA06,62165,Cerrada,CONECTORES
CA05,62234,Cerrada,CONECTORES
CA05,62234,Cerrada,TUBING
CA04,62275,Cerrada,VA1/VAP/VHP
CA04,62387,Cerrada,VA2
CA03,62490,Cerrada,Engrasadores y Afines
CA03,62490,Cerrada,VA1/VAP/VHP
CA04,62665,Cerrada,CONECTORES
CA04,62665,Cerrada,SOPORTES PARA CAÑERIAS
CA04,62836,Cerrada,CONECTORES
CA04,62836,Cerrada,VA1/VAP/VHP
CA04,62912,Cerrada,CONECTORES
CA04,62929,Cerrada,CONECTORES
CA99,62940,Cerrada,ARTICULO ESPECIAL
CA99,62940,Cerrada,VA1/VAP/VHP
CA05,63274,Cerrada,VA1/VAP/VHP
CA05,63274,Cerrada,VALV INTEGRAL
CA04,63591,Cerrada,ACC PARA CAÑERIAS
CA04,63591,Cerrada,VALV DE ALIVIO
CA04,63648,Cerrada,VA1/VAP/VHP
CA04,63648,Cerrada,VALV INTEGRAL
CA03,63712,Cerrada,PRODUCTOS MAXIMATOR
CA04,63755,Cerrada,VALV DE ALIVIO
CA06,64047,Cerrada,VALV DE RETENCION
CA06,64197,Cerrada,CONECTORES
CA05,64305,Cerrada,ACC PARA CAÑERIAS
CA06,64672,Cerrada,CONECTORES
CA04,64682,Cerrada,VALV DE ALIVIO
CA03,64713,Cerrada,VALV INTEGRAL
CA03,64825,Cerrada,CONECTORES
CA03,64825,Cerrada,TUBING
CA05,64918,Cerrada,ACC PARA CAÑERIAS
CA05,64918,Cerrada,ACC. ALTA PRESION
CA05,64918,Cerrada,VA1/VAP/VHP
CA05,64918,Cerrada,VALV DE RETENCION
CA05,64918,Cerrada,VALV INTEGRAL
CA04,65137,Cerrada,VA1/VAP/VHP
CA03,65228,Cerrada,ACC PARA CAÑERIAS
CA04,65341,Cerrada,VALV DE RETENCION
CA03,65400,Cerrada,SOPORTES PARA CAÑERIAS
CA03,65624,Cerrada,REPUESTOS
CA05,65625,Cerrada,CONECTORES
CA05,65712,Cerrada,CONECTORES
CA05,65712,Cerrada,TUBING
CA05,65712,Cerrada,VALV INTEGRAL
CA06,65789,Cerrada,CONECTORES
CA06,66086,Cerrada,HERRAMIENTAS STD
CA04,66118,Cerrada,CONECTORES
CA04,66118,Cerrada,VALV DE ALIVIO
CA04,66118,Cerrada,VALV INTEGRAL
CA06,66125,Cerrada,VALV INTEGRAL
CA04,66247,Cerrada,CONECTORES
CA04,66616,Cerrada,CONECTORES
CA06,66685,Cerrada,VALV DE RETENCION
CA05,66707,Cerrada,VALV INTEGRAL
CA06,66740,Cerrada,VALV DE ALIVIO
CA04,66752,Cerrada,CONECTORES
CA04,66850,Cerrada,ACC PARA CAÑERIAS
CA04,66850,Cerrada,TUBING
CA04,66862,Cerrada,CONECTORES
CA05,66871,Cerrada,Engrasadores y Afines
CA03,66927,Cerrada,ACC PARA CAÑERIAS
CA05,67175,Cerrada,VALV INTEGRAL
CA03,67308,Cerrada,VALV INTEGRAL
CA03,67312,Cerrada,VALV DE ALIVIO
CA04,67474,Cerrada,MANIF 3 VIAS
CA06,67709,Cerrada,CONECTORES
CA06,67972,Cerrada,CONECTORES
CA05,67978,Cerrada,VALV INTEGRAL
CA06,68203,Cerrada,CONECTORES
CA06,68203,Cerrada,VALV DE RETENCION
CA06,68203,Cerrada,VALV INTEGRAL
CA06,68203,Cerrada,VM
CA03,68223,Cerrada,VM
CA05,68231,Cerrada,VALV INTEGRAL
CA04,68283,Cerrada,CONECTORES
CA04,68360,Cerrada,VA1/VAP/VHP
CA03,68439,Cerrada,CONECTORES
CA03,68439,Cerrada,VA2
CA05,68502,Cerrada,ACC PARA CAÑERIAS
CA05,68502,Cerrada,ACCESORIOS VARIOS
CA05,68502,Cerrada,CONECTORES
CA05,68502,Cerrada,TUBING
CA05,68502,Cerrada,VALV INTEGRAL
CA04,68584,Cerrada,VALV DE ALIVIO
CA06,68826,Cerrada,ACC PARA CAÑERIAS
CA06,68826,Cerrada,CONECTORES
CA06,68880,Cerrada,VALV INTEGRAL
CA05,68985,Cerrada,VA1/VAP/VHP
CA03,69253,Cerrada,VA1/VAP/VHP
CA04,69290,Cerrada,MANIF 3 VIAS
CA04,69371,Cerrada,VALV INTEGRAL
CA05,69451,Cerrada,ACC PARA CAÑERIAS
CA03,69508,Cerrada,LIMITADOR
CA06,69873,Cerrada,ESF. ABAC 2 VIAS
CA06,69873,Cerrada,TUBING
CA04,69926,Cerrada,CONECTORES
CA04,69944,Cerrada,CONECTORES
CA04,69944,Cerrada,VALV DE ALIVIO
CA05,70024,Cerrada,CONECTORES
CA05,70024,Cerrada,VA1/VAP/VHP
CA05,70024,Cerrada,VALV INTEGRAL
CA05,70024,Cerrada,VM
CA03,70062,Cerrada,VALV DE ALIVIO
CA06,70270,Cerrada,CONECTORES
CA05,70379,Cerrada,CONECTORES
CA05,70416,Cerrada,Engrasadores y Afines
CA05,70416,Cerrada,VALV INTEGRAL
CA05,70586,Cerrada,Engrasadores y Afines
CA06,70589,Cerrada,ACC. ALTA PRESION
CA06,70886,Cerrada,VALV DE ALIVIO
CA06,70886,Cerrada,VALV DE RETENCION
CA06,70886,Cerrada,VALV INTEGRAL
CA04,70889,Cerrada,VALV INTEGRAL
CA06,71069,Cerrada,ARTICULO ESPECIAL
CA04,71111,Cerrada,VALV INTEGRAL
CA05,71177,Cerrada,ACC PARA CAÑERIAS
CA05,71177,Cerrada,CONECTORES
CA04,71288,Cerrada,VA1/VAP/VHP
CA05,71294,Cerrada,MANIF 5 VIAS
CA05,71314,Cerrada,CONECTORES
CA04,71329,Cerrada,CONECTORES
CA04,71329,Cerrada,VA1/VAP/VHP
CA03,71363,Cerrada,CONECTORES
CA05,71396,Cerrada,ACC PARA CAÑERIAS
CA05,71396,Cerrada,CONECTORES
CA05,71396,Cerrada,ESF. ABAC 2 VIAS
CA05,71396,Cerrada,TUBING
CA04,71400,Cerrada,MANIF 5 VIAS
CA03,71432,Cerrada,ACCESORIOS VARIOS
CA03,71432,Cerrada,ESF. ABAC 2 VIAS
CA03,71536,Cerrada,CONECTORES
CA03,71536,Cerrada,TUBING
CA03,71619,Cerrada,ARTICULO ESPECIAL
CA04,71683,Cerrada,MANIF 5 VIAS
CA05,71822,Cerrada,CONECTORES
CA05,71822,Cerrada,MANIF 3 VIAS
CA05,71822,Cerrada,VALV INTEGRAL
CA06,71944,Cerrada,VA1/VAP/VHP
CA06,72114,Cerrada,MANIF 5 VIAS
CA06,72226,Cerrada,CONECTORES
CA06,72226,Cerrada,TUBING
CA03,72523,Cerrada,ACC. ALTA PRESION
CA03,72523,Cerrada,VA1/VAP/VHP
CA05,72556,Cerrada,Tapones Purgadores
CA06,72759,Cerrada,ACC PARA CAÑERIAS
CA04,72977,Cerrada,VALV DE ALIVIO
CA04,72994,Cerrada,VALV INTEGRAL
CA03,73184,Cerrada,VALV INTEGRAL
CA04,73246,Cerrada,VALV DE ALIVIO
CA04,73246,Cerrada,VALV DE RETENCION
CA06,73247,Cerrada,VA1/VAP/VHP
CA05,73277,Cerrada,CONECTORES
CA06,73445,Cerrada,CONECTORES
CA06,73445,Cerrada,VALV DE RETENCION
CA06,73445,Cerrada,VALV INTEGRAL
CA06,73445,Cerrada,VM
CA03,73839,Cerrada,MANIF 3 VIAS
CA03,73839,Cerrada,MANIF 5 VIAS
CA06,73954,Cerrada,CONECTORES
CA06,73954,Cerrada,VALV DE RETENCION
CA06,73954,Cerrada,VALV INTEGRAL
CA06,73954,Cerrada,VM
CA06,74352,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA06,74352,Cerrada,VALV DE RETENCION
CA06,74352,Cerrada,VALV ESFERICAS  RVTA.
CA04,74738,Cerrada,VA2
CA06,74869,Cerrada,VM
CA06,74897,Cerrada,Accesorios Montaje Directo
CA03,74900,Cerrada,MANIF 5 VIAS
CA04,74904,Cerrada,VALV DE RETENCION
CA04,74972,Cerrada,VA1/VAP/VHP
CA04,75000,Cerrada,CONECTORES
CA03,75035,Cerrada,TUBING
CA04,75095,Cerrada,CONECTORES
CA03,75320,Cerrada,ACC PARA CAÑERIAS
CA03,75320,Cerrada,ESF. ABAC 2 VIAS
CA03,75320,Cerrada,TUBING
CA03,75320,Cerrada,VA1/VAP/VHP
CA03,75320,Cerrada,VA3
CA03,75320,Cerrada,VALV DE ALIVIO
CA05,75496,Cerrada,ACC PARA CAÑERIAS
CA05,75496,Cerrada,ESF. ABAC 2 VIAS
CA04,75509,Cerrada,REPUESTOS
CA06,75659,Cerrada,CONECTORES
CA03,75711,Cerrada,REPUESTOS
CA04,75726,Cerrada,TUBING
CA06,75986,Cerrada,ACC PARA CAÑERIAS
CA06,75986,Cerrada,CONECTORES
CA06,75986,Cerrada,TUBING
CA04,76743,Cerrada,ACC PARA CAÑERIAS
CA04,76743,Cerrada,CONECTORES
CA04,76743,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA04,76743,Cerrada,VALV DE ALIVIO
CA06,76850,Cerrada,VA3
CA06,76863,Cerrada,CONECTORES
CA06,76863,Cerrada,VALV DE RETENCION
CA06,76863,Cerrada,VALV INTEGRAL
CA06,76863,Cerrada,VM
CA06,77084,Cerrada,CONECTORES
CA06,77084,Cerrada,OTROS PROYECTOS
CA04,77091,Cerrada,VA1/VAP/VHP
CA03,77309,Cerrada,VA1/VAP/VHP
CA03,77309,Cerrada,VALV INTEGRAL
CA06,77412,Cerrada,MANIF 5 VIAS
CA06,77412,Cerrada,VALV INTEGRAL
CA06,77595,Cerrada,VALV DE RETENCION
CA05,77706,Cerrada,CONSTRUCCION BANCOS
CA06,77789,Cerrada,VA1/VAP/VHP
CA06,77907,Cerrada,VALV DE ALIVIO
CA04,77910,Cerrada,CONECTORES
CA06,78137,Cerrada,ACC. ALTA PRESION
CA04,78201,Cerrada,VA3
CA04,78273,Cerrada,CONECTORES
CA04,78410,Cerrada,VALV INTEGRAL
CA04,78658,Cerrada,CONECTORES
CA99,78762,Cerrada,ACC PARA CAÑERIAS
CA99,78762,Cerrada,ACCESORIOS VARIOS
CA99,78762,Cerrada,CONECTORES
CA99,78762,Cerrada,HERRAMIENTAS STD
CA99,78762,Cerrada,SOPORTES PARA CAÑERIAS
CA99,78762,Cerrada,TUBING
CA06,78844,Cerrada,ACC PARA CAÑERIAS
CA05,79254,Cerrada,VA1/VAP/VHP
CA05,79254,Cerrada,VALV INTEGRAL
CA03,79384,Cerrada,VALV INTEGRAL
CA04,79445,Cerrada,ACC PARA CAÑERIAS
CA06,79477,Cerrada,ACC PARA CAÑERIAS
CA06,79477,Cerrada,ACC. ALTA PRESION
CA06,79699,Cerrada,CONECTORES
CA06,79727,Cerrada,CONECTORES
CA06,79727,Cerrada,VALV INTEGRAL
CA04,79728,Cerrada,VA1/VAP/VHP
CA03,79757,Cerrada,CONECTORES
CA05,79881,Cerrada,VALV INTEGRAL
CA03,80033,Cerrada,CONECTORES
CA03,80033,Cerrada,VALV INTEGRAL
CA05,80034,Cerrada,ACC PARA CAÑERIAS
CA05,80034,Cerrada,MANIF 2 VIAS
CA04,80063,Cerrada,ACC PARA CAÑERIAS
CA04,80063,Cerrada,TUBING
CA05,80400,Cerrada,MANIF 2 VIAS
CA99,80667,Cerrada,CONECTORES
CA99,80667,Cerrada,TUBING
CA03,81195,Cerrada,CONECTORES
CA04,81381,Cerrada,VA2
CA03,81551,Cerrada,VA1/VAP/VHP
CA03,81608,Cerrada,CONECTORES
CA03,81608,Cerrada,SOPORTES PARA CAÑERIAS
CA03,81608,Cerrada,TUBING
CA04,82203,Cerrada,ACC PARA CAÑERIAS
CA04,82203,Cerrada,CONECTORES
CA03,82216,Cerrada,VA2
CA04,82365,Cerrada,VA1/VAP/VHP
CA03,82755,Cerrada,CONECTORES
CA03,82755,Cerrada,MANIF 2 VIAS
CA03,82755,Cerrada,VA3
CA04,82837,Cerrada,CONECTORES
CA04,82837,Cerrada,VA1/VAP/VHP
CA05,83036,Cerrada,CONECTORES
CA06,83061,Cerrada,AMORTIGUADOR
CA06,83061,Cerrada,VALV DE ALIVIO
CA06,83061,Cerrada,VALV DE RETENCION
CA06,83061,Cerrada,VALV INTEGRAL
CA04,83293,Cerrada,ACC PARA CAÑERIAS
CA04,83293,Cerrada,CONECTORES
CA04,83293,Cerrada,ESF. ABAC 2 VIAS
CA04,83293,Cerrada,REPUESTOS
CA04,83293,Cerrada,TUBING
CA05,83297,Cerrada,MANIF 3 VIAS
CA05,83297,Cerrada,MANIF 5 VIAS
CA05,83297,Cerrada,VALV INTEGRAL
CA03,83355,Cerrada,CONECTORES
CA03,83355,Cerrada,TUBING
CA03,83417,Cerrada,ESF. ABAC 2 VIAS
CA03,83417,Cerrada,VA2
CA03,83417,Cerrada,VALV DE ALIVIO
CA05,83633,Cerrada,VALV INTEGRAL
CA04,83678,Cerrada,REPUESTOS
CA03,83882,Cerrada,VALV INTEGRAL
CA05,83935,Cerrada,VALV INTEGRAL
CA04,83941,Cerrada,ACC PARA CAÑERIAS
CA04,83941,Cerrada,CONECTORES
CA04,84217,Cerrada,CONECTORES
CA04,84287,Cerrada,VA1/VAP/VHP
CA04,84287,Cerrada,VALV DE RETENCION
CA06,84530,Cerrada,CONECTORES
CA06,84530,Cerrada,VALV DE RETENCION
CA06,84530,Cerrada,VALV INTEGRAL
CA06,84530,Cerrada,VM
CA05,84556,Cerrada,VA1/VAP/VHP
CA03,84656,Cerrada,ACC PARA CAÑERIAS
CA03,84696,Cerrada,CONECTORES
CA03,84696,Cerrada,Tapones Purgadores
CA04,84728,Cerrada,CONECTORES
CA04,84728,Cerrada,MANIF 5 VIAS
CA04,84728,Cerrada,TUBING
CA03,84908,Cerrada,ACC PARA CAÑERIAS
CA03,84908,Cerrada,CONECTORES
CA03,84908,Cerrada,ESF. ABAC 2 VIAS
CA03,84908,Cerrada,VALV ESFERICAS  RVTA.
CA03,84973,Cerrada,MANIF 2 VIAS
CA04,85077,Cerrada,CONECTORES
CA04,85077,Cerrada,TUBING
CA04,85077,Cerrada,VALV DE RETENCION
CA05,85081,Cerrada,VA1/VAP/VHP
CA05,85098,Cerrada,VA1/VAP/VHP
CA04,85302,Cerrada,ACCESORIOS VARIOS
CA03,85464,Cerrada,CONECTORES
CA03,85683,Cerrada,ACC PARA CAÑERIAS
CA03,85683,Cerrada,CONECTORES
CA03,85683,Cerrada,TUBING
CA03,85683,Cerrada,VALV ESFERICAS  RVTA.
CA06,85961,Cerrada,TUBING
CA05,86159,Cerrada,ACC PARA CAÑERIAS
CA05,86159,Cerrada,CONECTORES
CA05,86159,Cerrada,VALV DE RETENCION
CA05,86274,Cerrada,ACC. ALTA PRESION
CA05,86274,Cerrada,Engrasadores y Afines
CA05,86274,Cerrada,VA1/VAP/VHP
CA05,86274,Cerrada,VALV INTEGRAL
CA06,86371,Cerrada,CONECTORES
CA05,86412,Cerrada,CONECTORES
CA05,86412,Cerrada,MANIF 5 VIAS
CA05,86412,Cerrada,TUBING
CA04,86645,Cerrada,CONECTORES
CA03,87004,Cerrada,VALV INTEGRAL
CA04,87025,Cerrada,ACCESORIOS VARIOS
CA05,87390,Cerrada,CONECTORES
CA05,87390,Cerrada,TUBING
CA05,87390,Cerrada,VF2
CA05,87400,Cerrada,CONECTORES
CA05,87400,Cerrada,TUBING
CA05,87400,Cerrada,VALV INTEGRAL
CA06,87540,Cerrada,ACC. ALTA PRESION
CA06,87540,Cerrada,ARTICULO ESPECIAL
CA06,87540,Cerrada,CONECTORES
CA06,87540,Cerrada,VALV DE RETENCION
CA06,87749,Cerrada,VALV INTEGRAL
CA06,87843,Cerrada,VALV DE ALIVIO
CA05,87877,Cerrada,MANIF 2 VIAS
CA05,87877,Cerrada,MANIF 5 VIAS
CA05,87877,Cerrada,VALV INTEGRAL
CA99,88074,Cerrada,ACC PARA CAÑERIAS
CA99,88074,Cerrada,ACC. ALTA PRESION
CA99,88074,Cerrada,ARTICULO ESPECIAL
CA99,88074,Cerrada,PRODUCTOS MAXIMATOR
CA05,88138,Cerrada,CONECTORES
CA05,88138,Cerrada,MANIF 5 VIAS
CA05,88138,Cerrada,VALV INTEGRAL
