Cartera,IMPORTE,Des_Estado,Nombre
CA05,20161,Cerrada,VALV DE RETENCION
CA04,20163,Cerrada,ACC PARA CAÑERIAS
CA06,20399,Cerrada,ACC PARA CAÑERIAS
CA04,20436,Cerrada,VA1/VAP/VHP
CA06,20642,Cerrada,VA1/VAP/VHP
CA05,20668,Cerrada,ACC PARA CAÑERIAS
CA05,20668,Cerrada,REPUESTOS
CA06,20679,Cerrada,ACC. ALTA PRESION
CA04,20758,Cerrada,REPUESTOS
CA04,20826,Cerrada,ACC. ALTA PRESION
CA04,20826,Cerrada,VA1/VAP/VHP
CA05,20960,Cerrada,ACC PARA CAÑERIAS
CA05,20960,Cerrada,CONECTORES
CA06,21123,Cerrada,ESF. ABAC 2 VIAS
CA99,21134,Cerrada,ACC PARA CAÑERIAS
CA06,21144,Cerrada,ACCESORIOS VARIOS
CA06,21144,Cerrada,MANIF 5 VIAS
CA04,21176,Cerrada,VA1/VAP/VHP
CA03,21186,Cerrada,CONECTORES
CA03,21186,Cerrada,TUBING
CA03,21186,Cerrada,VALV ESFERICAS  RVTA.
CA04,21219,Cerrada,CONECTORES
CA04,21235,Cerrada,ACC PARA CAÑERIAS
CA04,21235,Cerrada,VALV DE RETENCION
CA05,21247,Cerrada,VALV INTEGRAL
CA06,21276,Cerrada,ACC PARA CAÑERIAS
CA06,21276,Cerrada,LIMITADOR
CA04,21295,Cerrada,TUBING
CA04,21359,Cerrada,VALV DE RETENCION
CA04,21414,Cerrada,ACC PARA CAÑERIAS
CA04,21414,Cerrada,CONECTORES
CA06,21498,Cerrada,ACCESORIOS VARIOS
CA06,21540,Cerrada,CONECTORES
CA03,21548,Cerrada,CONECTORES
CA03,21548,Cerrada,TUBING
CA04,21658,Cerrada,MANIF 3 VIAS
CA06,22016,Cerrada,HERRAMIENTAS STD
CA04,22039,Cerrada,SOPORTES PARA CAÑERIAS
CA06,22107,Cerrada,ACC PARA CAÑERIAS
CA03,22142,Cerrada,CONECTORES
CA03,22142,Cerrada,SOPORTES PARA CAÑERIAS
CA06,22158,Cerrada,HERRAMIENTAS STD
CA04,22195,Cerrada,VALV INTEGRAL
CA03,22218,Cerrada,TUBING
CA05,22239,Cerrada,MANIF 5 VIAS
CA06,22370,Cerrada,Engrasadores y Afines
CA06,22379,Cerrada,VALV ESFERICAS  RVTA.
CA04,22391,Cerrada,ACC PARA CAÑERIAS
CA04,22478,Cerrada,CONECTORES
CA99,22530,Cerrada,VA1/VAP/VHP
CA04,22554,Cerrada,VA1/VAP/VHP
CA06,22561,Cerrada,ACC PARA CAÑERIAS
CA05,22612,Cerrada,CONECTORES
CA05,22612,Cerrada,TUBING
CA05,22612,Cerrada,VALV INTEGRAL
CA05,22663,Cerrada,VALV INTEGRAL
CA06,22673,Cerrada,ACC PARA CAÑERIAS
CA06,22673,Cerrada,CONECTORES
CA04,22701,Cerrada,VALV INTEGRAL
CA02,22714,Cerrada,CONECTORES
CA02,22714,Cerrada,MANIF 3 VIAS
CA02,22714,Cerrada,TUBING
CA06,22726,Cerrada,ACC. ALTA PRESION
CA06,22734,Cerrada,ACC PARA CAÑERIAS
CA99,22768,Cerrada,VALV DE ALIVIO
CA03,22821,Cerrada,VALV INTEGRAL
CA04,22843,Cerrada,VALV INTEGRAL
CA02,22851,Cerrada,ACC. ALTA PRESION
CA04,22947,Cerrada,VA2
CA03,22948,Cerrada,VA2
CA06,22984,Cerrada,VA1/VAP/VHP
CA04,22995,Cerrada,CONECTORES
CA04,22995,Cerrada,VALV INTEGRAL
CA04,23155,Cerrada,CONECTORES
CA04,23155,Cerrada,VALV DE ALIVIO
CA04,23238,Cerrada,VALV INTEGRAL
CA06,23368,Cerrada,ACC PARA CAÑERIAS
CA06,23423,Cerrada,CONECTORES
CA06,23423,Cerrada,TUBING
CA06,23423,Cerrada,VALV DE RETENCION
CA04,23507,Cerrada,TUBING
CA06,23512,Cerrada,ACC PARA CAÑERIAS
CA06,23731,Cerrada,ACC. ALTA PRESION
CA99,23932,Cerrada,CONECTORES
CA99,23932,Cerrada,TUBING
CA04,24020,Cerrada,VALV DE ALIVIO
CA06,24079,Cerrada,VA2
CA03,24112,Cerrada,MANIF 2 VIAS
CA06,24154,Cerrada,CONECTORES
CA03,24195,Cerrada,ACC PARA CAÑERIAS
CA03,24195,Cerrada,CONECTORES
CA03,24195,Cerrada,VA1/VAP/VHP
CA03,24195,Cerrada,VA2
CA04,24228,Cerrada,VA1/VAP/VHP
CA03,24259,Cerrada,VALV INTEGRAL
CA06,24283,Cerrada,MANIF 3 VIAS
CA06,24283,Cerrada,Tapones Purgadores
CA05,24365,Cerrada,ACC PARA CAÑERIAS
CA05,24365,Cerrada,VALV DE ALIVIO
CA06,24371,Cerrada,CONECTORES
CA06,24391,Cerrada,ACC PARA CAÑERIAS
CA06,24391,Cerrada,CONECTORES
CA06,24391,Cerrada,ESF. ABAC 2 VIAS
CA06,24391,Cerrada,VALV DE RETENCION
CA06,24433,Cerrada,VALV DE RETENCION
CA06,24445,Cerrada,REPUESTOS
CA05,24473,Cerrada,VALV INTEGRAL
CA04,24478,Cerrada,CONECTORES
CA04,24478,Cerrada,VA1/VAP/VHP
CA04,24478,Cerrada,VALV DE ALIVIO
CA04,24517,Cerrada,ACC PARA CAÑERIAS
CA04,24517,Cerrada,VALV DE ALIVIO
CA03,24679,Cerrada,ACC PARA CAÑERIAS
CA04,24738,Cerrada,AMORTIGUADOR
CA04,24738,Cerrada,VA1/VAP/VHP
CA06,24780,Cerrada,CONECTORES
CA04,24819,Cerrada,VM
CA06,24873,Cerrada,VA1/VAP/VHP
CA05,24887,Cerrada,VA1/VAP/VHP
CA06,24932,Cerrada,ACC PARA CAÑERIAS
CA06,24932,Cerrada,CONECTORES
CA06,24932,Cerrada,VM
CA03,25075,Cerrada,VA1/VAP/VHP
CA04,25179,Cerrada,CONECTORES
CA04,25179,Cerrada,VALV DE ALIVIO
CA04,25260,Cerrada,ARTICULO ESPECIAL
CA04,25260,Cerrada,CONECTORES
CA04,25260,Cerrada,VALV DE RETENCION
CA99,25272,Cerrada,CONECTORES
CA99,25272,Cerrada,SOPORTES PARA CAÑERIAS
CA99,25272,Cerrada,TUBING
CA06,25417,Cerrada,CONECTORES
CA06,25417,Cerrada,ESF. ABAC 2 VIAS
CA03,25479,Cerrada,CONECTORES
CA03,25663,Cerrada,ACC. ALTA PRESION
CA03,25688,Cerrada,ACC. ALTA PRESION
CA05,25702,Cerrada,VA1/VAP/VHP
CA02,25710,Cerrada,VALV DE ALIVIO
CA04,25739,Cerrada,ACC PARA CAÑERIAS
CA04,25739,Cerrada,CONECTORES
CA04,25739,Cerrada,PRODUCTOS MAXIMATOR
CA04,25739,Cerrada,VA2
CA04,25739,Cerrada,VALV ESFERICAS  RVTA.
CA06,25747,Cerrada,MANIF 3 VIAS
CA06,25747,Cerrada,VALV INTEGRAL
CA04,25792,Cerrada,ACC PARA CAÑERIAS
CA04,25792,Cerrada,Tapones Purgadores
CA99,25846,Cerrada,VALV DE ALIVIO
CA99,25846,Cerrada,VALV DE RETENCION
CA05,26067,Cerrada,CONECTORES
CA06,26164,Cerrada,VALV INTEGRAL
CA06,26341,Cerrada,VA1/VAP/VHP
CA04,26378,Cerrada,CONECTORES
CA06,26382,Cerrada,VALV INTEGRAL
CA06,26441,Cerrada,CONECTORES
CA03,26486,Cerrada,BOTELLONES Y RECIPIENTES
CA04,26574,Cerrada,CONECTORES
CA04,26574,Cerrada,TUBING
CA04,26579,Cerrada,CONECTORES
CA04,26592,Cerrada,CONECTORES
CA05,26642,Cerrada,Tapones Purgadores
CA03,26726,Cerrada,Engrasadores y Afines
CA06,26735,Cerrada,MANIF 3 VIAS
CA04,26750,Cerrada,VA2
CA05,26805,Cerrada,CONECTORES
CA05,26805,Cerrada,TUBING
CA03,26877,Cerrada,VALV INTEGRAL
CA05,26968,Cerrada,CONECTORES
CA05,26968,Cerrada,TUBING
CA06,27049,Cerrada,CONECTORES
CA04,27050,Cerrada,VA1/VAP/VHP
CA05,27126,Cerrada,ACC PARA CAÑERIAS
CA05,27126,Cerrada,ESF. ABAC 2 VIAS
CA05,27247,Cerrada,ESF. ABAC 2 VIAS
CA05,27247,Cerrada,VALV DE ALIVIO
CA05,27247,Cerrada,VALV DE RETENCION
CA06,27256,Cerrada,CONECTORES
CA03,27265,Cerrada,TUBING
CA04,27284,Cerrada,REPUESTOS
CA06,27314,Cerrada,VALV DE ALIVIO
CA06,27322,Cerrada,VALV DE RETENCION
CA06,27322,Cerrada,VALV INTEGRAL
CA03,27419,Cerrada,ACC PARA CAÑERIAS
CA03,27419,Cerrada,ACC. ALTA PRESION
CA06,27460,Cerrada,VALV ESFERICAS  RVTA.
CA04,27466,Cerrada,HERRAMIENTAS STD
CA05,27539,Cerrada,VALV INTEGRAL
CA05,27627,Cerrada,VALV INTEGRAL
CA04,27681,Cerrada,VALV DE RETENCION
CA04,27815,Cerrada,VA1/VAP/VHP
CA04,27815,Cerrada,VALV INTEGRAL
CA05,27823,Cerrada,VA1/VAP/VHP
CA06,27853,Cerrada,ACC PARA CAÑERIAS
CA06,27853,Cerrada,VALV DE RETENCION
CA06,27853,Cerrada,VALV ESFERICAS  RVTA.
CA05,27894,Cerrada,VALV ESFERICAS  RVTA.
CA06,28044,Cerrada,VA1/VAP/VHP
CA04,28105,Cerrada,ACC PARA CAÑERIAS
CA04,28105,Cerrada,CONECTORES
CA06,28181,Cerrada,CONECTORES
CA06,28213,Cerrada,CONECTORES
CA06,28213,Cerrada,TUBING
CA06,28213,Cerrada,VA1/VAP/VHP
CA04,28217,Cerrada,ESF. ABAC 2 VIAS
CA04,28217,Cerrada,REPUESTOS
CA05,28254,Cerrada,ACC. ALTA PRESION
CA05,28254,Cerrada,ARTICULO ESPECIAL
CA06,28263,Cerrada,CONECTORES
CA04,28358,Cerrada,MANIF 3 VIAS
CA06,28474,Cerrada,VA1/VAP/VHP
CA06,28474,Cerrada,VALV INTEGRAL
CA99,28476,Cerrada,VA1/VAP/VHP
CA06,28532,Cerrada,CONECTORES
CA06,28532,Cerrada,VALV INTEGRAL
CA05,28594,Cerrada,VA1/VAP/VHP
CA06,28689,Cerrada,VALV DE ALIVIO
CA06,28715,Cerrada,VA1/VAP/VHP
CA06,28715,Cerrada,VALV DE RETENCION
CA06,28732,Cerrada,ARTICULO ESPECIAL
CA05,28819,Cerrada,VA1/VAP/VHP
CA06,28823,Cerrada,AMORTIGUADOR
CA06,28823,Cerrada,VALV INTEGRAL
CA04,28855,Cerrada,ESF. ABAC 2 VIAS
CA04,28942,Cerrada,CONECTORES
CA06,28987,Cerrada,ACC PARA CAÑERIAS
CA06,29000,Cerrada,VALV DE ALIVIO
CA06,29000,Cerrada,VALV ESFERICAS  RVTA.
CA02,29008,Cerrada,CONECTORES
CA05,29101,Cerrada,VA1/VAP/VHP
CA05,29271,Cerrada,MANIF 2 VIAS
CA04,29331,Cerrada,VA1/VAP/VHP
CA04,29331,Cerrada,VALV INTEGRAL
CA04,29400,Cerrada,ACCESORIOS VARIOS
CA04,29562,Cerrada,VALV DE ALIVIO
CA04,29562,Cerrada,VALV DE RETENCION
CA06,29589,Cerrada,VA1/VAP/VHP
CA06,29666,Cerrada,MANIF 5 VIAS
CA06,29666,Cerrada,VA1/VAP/VHP
CA04,29697,Cerrada,ACC. ALTA PRESION
CA04,29697,Cerrada,VALV DE RETENCION
CA04,29697,Cerrada,VALV INTEGRAL
CA03,29754,Cerrada,CONECTORES
CA04,29764,Cerrada,VALV INTEGRAL
CA04,29887,Cerrada,ACC PARA CAÑERIAS
CA04,29887,Cerrada,CONECTORES
CA06,29907,Cerrada,ACC. ALTA PRESION
CA03,29974,Cerrada,MANIF 5 VIAS
CA04,30112,Cerrada,VALV DE ALIVIO
CA03,30149,Cerrada,MANIF 3 VIAS
CA06,30231,Cerrada,CONECTORES
CA06,30231,Cerrada,ESF. ABAC 2 VIAS
CA06,30231,Cerrada,REPUESTOS
CA06,30231,Cerrada,VA1/VAP/VHP
CA06,30246,Cerrada,CONECTORES
CA06,30246,Cerrada,VALV DE RETENCION
CA06,30246,Cerrada,VALV ESFERICAS  RVTA.
CA05,30267,Cerrada,CONECTORES
CA05,30267,Cerrada,VTM
CA06,30332,Cerrada,CONECTORES
CA05,30341,Cerrada,VALV INTEGRAL
CA04,30358,Cerrada,VA1/VAP/VHP
CA05,30412,Cerrada,VA3
CA04,30437,Cerrada,VALV INTEGRAL
CA06,30553,Cerrada,ACC PARA CAÑERIAS
CA06,30605,Cerrada,ESF. ABAC 2 VIAS
CA06,30617,Cerrada,CONECTORES
CA04,30641,Cerrada,MANIF 5 VIAS
CA05,30685,Cerrada,VALV INTEGRAL
CA03,30803,Cerrada,MANIF 3 VIAS
CA04,30860,Cerrada,CONECTORES
CA05,31016,Cerrada,VALV INTEGRAL
CA03,31027,Cerrada,PRODUCTOS MAXIMATOR
CA06,31065,Cerrada,VA1/VAP/VHP
CA06,31065,Cerrada,VA3
CA06,31065,Cerrada,VALV DE RETENCION
CA06,31065,Cerrada,VALV ESFERICAS  RVTA.
CA04,31174,Cerrada,CONECTORES
CA04,31223,Cerrada,ACC PARA CAÑERIAS
CA04,31375,Cerrada,VALV ESFERICAS  RVTA.
CA06,31431,Cerrada,CONECTORES
CA06,31431,Cerrada,VA1/VAP/VHP
CA05,31528,Cerrada,MANIF 3 VIAS
CA06,31676,Cerrada,MANIF 2 VIAS
CA99,31723,Cerrada,ACC. ALTA PRESION
CA99,31723,Cerrada,ARTICULO ESPECIAL
CA99,31723,Cerrada,VALV DE ALIVIO
CA05,31872,Cerrada,CONECTORES
CA05,31872,Cerrada,TUBING
CA04,31900,Cerrada,ACCESORIOS VARIOS
CA04,31933,Cerrada,ACC PARA CAÑERIAS
CA04,31933,Cerrada,VALV DE RETENCION
CA03,31955,Cerrada,PRODUCTOS MAXIMATOR
CA04,32157,Cerrada,CONECTORES
CA06,32216,Cerrada,MANIF 2 VIAS
CA02,32269,Cerrada,Engrasadores y Afines
CA06,32278,Cerrada,CONECTORES
CA06,32278,Cerrada,TUBING
CA06,32333,Cerrada,ARTICULO ESPECIAL
CA06,32333,Cerrada,CONECTORES
CA05,32336,Cerrada,ACC. ALTA PRESION
CA05,32336,Cerrada,Tapones Purgadores
CA05,32336,Cerrada,VA1/VAP/VHP
CA06,32387,Cerrada,TUBING
CA06,32405,Cerrada,VALV DE RETENCION
CA06,32457,Cerrada,CONECTORES
CA03,32557,Cerrada,CONECTORES
CA03,32557,Cerrada,SOPORTES PARA CAÑERIAS
CA03,32557,Cerrada,VALV DE ALIVIO
CA04,32666,Cerrada,CONECTORES
CA04,32666,Cerrada,SOPORTES PARA CAÑERIAS
CA06,32804,Cerrada,ACC PARA CAÑERIAS
CA99,32898,Cerrada,ARTICULO ESPECIAL
CA03,32914,Cerrada,VALV INTEGRAL
CA04,32973,Cerrada,VALV INTEGRAL
CA04,33171,Cerrada,VA3
CA99,33226,Cerrada,MANIF 2 VIAS
CA99,33226,Cerrada,VALV INTEGRAL
CA05,33232,Cerrada,ACC PARA CAÑERIAS
CA05,33232,Cerrada,CONECTORES
CA05,33232,Cerrada,SOPORTES PARA CAÑERIAS
CA05,33232,Cerrada,TUBING
CA05,33287,Cerrada,CONECTORES
CA04,33404,Cerrada,VALV DE ALIVIO
CA06,33474,Cerrada,ACC PARA CAÑERIAS
CA04,33605,Cerrada,VA1/VAP/VHP
CA03,33644,Cerrada,VALV INTEGRAL
CA04,33703,Cerrada,VALV DE ALIVIO
CA04,33739,Cerrada,VA1/VAP/VHP
CA06,33765,Cerrada,CONECTORES
CA06,33765,Cerrada,VALV DE RETENCION
CA06,33765,Cerrada,VALV INTEGRAL
CA06,33765,Cerrada,VM
CA01,33776,Cerrada,ACC PARA CAÑERIAS
CA01,33776,Cerrada,Tapones Purgadores
CA04,33837,Cerrada,VALV INTEGRAL
CA03,33885,Cerrada,ACC. ALTA PRESION
CA06,33928,Cerrada,ACC PARA CAÑERIAS
CA04,34005,Cerrada,VALV INTEGRAL
CA03,34060,Cerrada,ACC PARA CAÑERIAS
CA03,34060,Cerrada,TUBING
CA03,34060,Cerrada,VALV DE RETENCION
CA04,34064,Cerrada,CONECTORES
CA04,34099,Cerrada,Tapones Purgadores
CA04,34099,Cerrada,VA2
CA02,34204,Cerrada,VALV INTEGRAL
CA06,34295,Cerrada,CONECTORES
CA06,34350,Cerrada,CONECTORES
CA06,34388,Cerrada,VALV INTEGRAL
CA04,34434,Cerrada,ACC. ALTA PRESION
CA04,34434,Cerrada,CONECTORES
CA04,34434,Cerrada,SOPORTES PARA CAÑERIAS
CA04,34452,Cerrada,ACC PARA CAÑERIAS
CA04,34452,Cerrada,ACC. ALTA PRESION
CA04,34452,Cerrada,CONECTORES
CA03,34500,Cerrada,CONECTORES
CA05,34500,Cerrada,ACC PARA CAÑERIAS
CA05,34500,Cerrada,CONECTORES
CA05,34500,Cerrada,VALV INTEGRAL
CA06,34668,Cerrada,CONECTORES
CA06,34668,Cerrada,TUBING
CA04,34878,Cerrada,VA1/VAP/VHP
CA05,34957,Cerrada,MANIF 3 VIAS
CA06,34974,Cerrada,ACC PARA CAÑERIAS
CA06,34974,Cerrada,CONECTORES
CA06,34974,Cerrada,ESF. ABAC 2 VIAS
CA06,34974,Cerrada,TUBING
CA04,35037,Cerrada,ACC PARA CAÑERIAS
CA03,35057,Cerrada,ACC PARA CAÑERIAS
CA03,35057,Cerrada,CONECTORES
CA06,35066,Cerrada,VALV ESFERICAS  RVTA.
CA99,35092,Cerrada,CONECTORES
CA99,35092,Cerrada,SOPORTES PARA CAÑERIAS
CA99,35092,Cerrada,TUBING
CA99,35092,Cerrada,VALV ESFERICAS  RVTA.
CA04,35153,Cerrada,CONECTORES
CA04,35153,Cerrada,TUBING
CA03,35270,Cerrada,CONECTORES
CA03,35270,Cerrada,TUBING
CA04,35299,Cerrada,ACC PARA CAÑERIAS
CA04,35299,Cerrada,ESF. ABAC 2 VIAS
CA04,35299,Cerrada,VALV DE ALIVIO
CA05,35494,Cerrada,VA1/VAP/VHP
CA05,35494,Cerrada,VA2
CA05,35499,Cerrada,CONECTORES
CA05,35499,Cerrada,TUBING
CA06,35564,Cerrada,ACC PARA CAÑERIAS
CA05,35574,Cerrada,CONECTORES
CA05,35574,Cerrada,TUBING
CA04,35597,Cerrada,VA1/VAP/VHP
CA04,35613,Cerrada,REPUESTOS
CA99,35622,Cerrada,ACC PARA CAÑERIAS
CA99,35622,Cerrada,CONECTORES
CA06,35716,Cerrada,VM
CA03,35879,Cerrada,VALV DE RETENCION
CA03,35935,Cerrada,Engrasadores y Afines
CA06,36002,Cerrada,REPUESTOS
CA06,36013,Cerrada,REPUESTOS
CA05,36203,Cerrada,CONECTORES
CA05,36203,Cerrada,TUBING
CA05,36203,Cerrada,VALV INTEGRAL
CA04,36204,Cerrada,CONECTORES
CA06,36238,Cerrada,MANIF 5 VIAS
CA04,36247,Cerrada,CONECTORES
CA03,36289,Cerrada,CONECTORES
CA05,36329,Cerrada,ARTICULO ESPECIAL
CA06,36623,Cerrada,ARTICULO ESPECIAL
CA04,36893,Cerrada,ACC PARA CAÑERIAS
CA04,36893,Cerrada,CONECTORES
CA03,36901,Cerrada,ACC PARA CAÑERIAS
CA03,36901,Cerrada,VALV INTEGRAL
CA06,36946,Cerrada,ACC PARA CAÑERIAS
CA06,36946,Cerrada,ACC. ALTA PRESION
CA06,36946,Cerrada,CONECTORES
CA06,36946,Cerrada,TUBING
CA04,36967,Cerrada,ACC PARA CAÑERIAS
CA04,36967,Cerrada,CONECTORES
CA04,36967,Cerrada,MANIF 3 VIAS
CA04,36967,Cerrada,SOPORTES PARA CAÑERIAS
CA04,36980,Cerrada,VALV INTEGRAL
CA06,36993,Cerrada,VM
CA06,37028,Cerrada,VA1/VAP/VHP
CA05,37081,Cerrada,O'BRIEN
CA04,37181,Cerrada,VALV INTEGRAL
CA04,37230,Cerrada,Tapones Purgadores
CA06,37319,Cerrada,ACC. ALTA PRESION
CA06,37357,Cerrada,ACC. ALTA PRESION
CA06,37485,Cerrada,ACC PARA CAÑERIAS
CA04,37551,Cerrada,CONECTORES
CA04,37551,Cerrada,TUBING
CA04,37572,Cerrada,CONECTORES
CA06,37602,Cerrada,CONECTORES
CA06,37714,Cerrada,CONECTORES
CA05,37797,Cerrada,VALV INTEGRAL
CA04,37889,Cerrada,CONECTORES
CA03,38025,Cerrada,ACC. ALTA PRESION
CA03,38025,Cerrada,VA1/VAP/VHP
CA04,38100,Cerrada,ACC. ALTA PRESION
CA04,38100,Cerrada,VA1/VAP/VHP
CA05,38115,Cerrada,VA1/VAP/VHP
CA05,38115,Cerrada,VALV INTEGRAL
CA04,38219,Cerrada,CONECTORES
CA04,38219,Cerrada,VA2
CA04,38219,Cerrada,VALV DE RETENCION
CA04,38253,Cerrada,VALV DE ALIVIO
CA06,38368,Cerrada,ACC. ALTA PRESION
CA06,38368,Cerrada,VALV DE RETENCION
CA04,38597,Cerrada,ACC PARA CAÑERIAS
CA04,38597,Cerrada,CONECTORES
CA04,38597,Cerrada,MANIF 5 VIAS
CA06,38674,Cerrada,VALV DE ALIVIO
CA04,38757,Cerrada,CONECTORES
CA04,38793,Cerrada,VALV INTEGRAL
CA04,38821,Cerrada,VTM
CA04,38920,Cerrada,CONECTORES
CA03,38969,Cerrada,ACC PARA CAÑERIAS
CA03,38969,Cerrada,ACC. ALTA PRESION
CA03,38969,Cerrada,CONECTORES
CA06,38987,Cerrada,CONECTORES
CA06,38987,Cerrada,VALV DE RETENCION
CA06,39320,Cerrada,VA1/VAP/VHP
CA06,39320,Cerrada,VALV DE RETENCION
CA06,39444,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA06,39622,Cerrada,VA1/VAP/VHP
CA06,39622,Cerrada,VA3
CA06,39622,Cerrada,VALV ESFERICAS  RVTA.
CA06,39771,Cerrada,ACC PARA CAÑERIAS
CA04,39775,Cerrada,VALV DE ALIVIO
CA04,39775,Cerrada,VTM
CA06,39915,Cerrada,CONECTORES
CA04,40174,Cerrada,VALV DE ALIVIO
CA04,40192,Cerrada,VA1/VAP/VHP
CA03,40233,Cerrada,VALV DE ALIVIO
CA04,40284,Cerrada,CONECTORES
CA04,40284,Cerrada,VALV DE ALIVIO
CA05,40359,Cerrada,VA2
CA05,40402,Cerrada,TUBING
CA04,40521,Cerrada,CONECTORES
CA04,40532,Cerrada,REPUESTOS
CA06,40720,Cerrada,ACC PARA CAÑERIAS
CA06,40720,Cerrada,ACC. ALTA PRESION
CA06,40720,Cerrada,CONECTORES
CA04,40775,Cerrada,Tapones Purgadores
CA05,40794,Cerrada,CONECTORES
CA05,40902,Cerrada,CONECTORES
CA04,41248,Cerrada,ACC PARA CAÑERIAS
CA04,41248,Cerrada,CONECTORES
CA04,41248,Cerrada,TUBING
CA04,41248,Cerrada,VALV DE ALIVIO
CA05,41487,Cerrada,VA1/VAP/VHP
CA06,41522,Cerrada,VALV ESFERICAS  RVTA.
CA06,41713,Cerrada,ESF. ABAC 2 VIAS
CA06,41713,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA06,41713,Cerrada,VA3
CA06,41713,Cerrada,VALV DE ALIVIO
CA06,41720,Cerrada,VALV DE ALIVIO
CA03,41750,Cerrada,CONECTORES
CA03,41750,Cerrada,VA2
CA04,41776,Cerrada,CONECTORES
CA04,41781,Cerrada,CONECTORES
CA06,41879,Cerrada,ACC PARA CAÑERIAS
CA06,41987,Cerrada,ACC PARA CAÑERIAS
CA06,41987,Cerrada,CONECTORES
CA06,42053,Cerrada,ACC PARA CAÑERIAS
CA06,42053,Cerrada,VALV ESFERICAS  RVTA.
CA04,42141,Cerrada,VA1/VAP/VHP
CA04,42228,Cerrada,VALV DE ALIVIO
CA05,42255,Cerrada,VALV INTEGRAL
CA04,42258,Cerrada,MANIF 3 VIAS
CA04,42260,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA04,42281,Cerrada,VALV DE RETENCION
CA04,42281,Cerrada,VALV INTEGRAL
CA99,42338,Cerrada,VA1/VAP/VHP
CA99,42338,Cerrada,VM
CA03,42534,Cerrada,CONECTORES
CA03,42534,Cerrada,VALV INTEGRAL
CA03,42569,Cerrada,VALV DE RETENCION
CA06,42632,Cerrada,ACCESORIOS VARIOS
CA03,42724,Cerrada,CONECTORES
CA04,42738,Cerrada,ACC PARA CAÑERIAS
CA03,42743,Cerrada,ACC PARA CAÑERIAS
CA99,42763,Cerrada,CONECTORES
CA99,42763,Cerrada,MANIF 2 VIAS
CA99,42763,Cerrada,SOPORTES PARA CAÑERIAS
CA99,42763,Cerrada,TUBING
CA99,42763,Cerrada,VF2
CA06,42776,Cerrada,ACC PARA CAÑERIAS
CA06,42776,Cerrada,VM
CA05,42897,Cerrada,VALV INTEGRAL
CA99,42926,Cerrada,CONECTORES
CA06,43254,Cerrada,ARTICULO ESPECIAL
CA06,43310,Cerrada,CONECTORES
CA05,43339,Cerrada,CONECTORES
CA05,43339,Cerrada,MANIF 3 VIAS
CA05,43339,Cerrada,TUBING
CA04,43495,Cerrada,VALV INTEGRAL
CA06,43622,Cerrada,ACC PARA CAÑERIAS
CA06,43622,Cerrada,CONECTORES
CA06,43622,Cerrada,TUBING
CA06,43625,Cerrada,ACCESORIOS VARIOS
CA06,43625,Cerrada,MANIF 2 VIAS
CA04,43713,Cerrada,MANIF 3 VIAS
CA04,43713,Cerrada,TUBING
CA05,43960,Cerrada,ACC PARA CAÑERIAS
CA05,43960,Cerrada,CONECTORES
CA06,44003,Cerrada,CONECTORES
CA06,44003,Cerrada,VALV DE RETENCION
CA06,44003,Cerrada,VALV ESFERICAS  RVTA.
CA06,44003,Cerrada,VALV INTEGRAL
CA04,44146,Cerrada,ACC. ALTA PRESION
CA04,44146,Cerrada,VA1/VAP/VHP
CA04,44180,Cerrada,ESF. ABAC 2 VIAS
CA04,44180,Cerrada,VALV DE ALIVIO
CA04,44180,Cerrada,VALV INTEGRAL
CA03,44343,Cerrada,ACC PARA CAÑERIAS
CA06,44749,Cerrada,ACC PARA CAÑERIAS
CA06,44750,Cerrada,VA1/VAP/VHP
CA04,44797,Cerrada,VALV INTEGRAL
CA04,44813,Cerrada,ACCESORIOS VARIOS
CA04,44813,Cerrada,CONECTORES
CA04,44813,Cerrada,TUBING
CA04,44813,Cerrada,VF2
CA06,44889,Cerrada,CONECTORES
CA06,44961,Cerrada,VALV DE RETENCION
CA04,44989,Cerrada,VA1/VAP/VHP
CA03,45025,Cerrada,ACC PARA CAÑERIAS
CA03,45025,Cerrada,CONECTORES
CA03,45025,Cerrada,TUBING
CA03,45025,Cerrada,VA1/VAP/VHP
CA03,45025,Cerrada,VALV INTEGRAL
CA04,45096,Cerrada,TUBING
CA04,45096,Cerrada,VA1/VAP/VHP
CA04,45219,Cerrada,VA3
CA03,45483,Cerrada,CONECTORES
CA03,45483,Cerrada,VA1/VAP/VHP
CA04,45555,Cerrada,CONECTORES
CA04,45714,Cerrada,VALV DE RETENCION
CA04,45790,Cerrada,MANIF 3 VIAS
CA04,45863,Cerrada,VALV INTEGRAL
CA99,45995,Cerrada,VALV INTEGRAL
CA03,46089,Cerrada,REPUESTOS
CA04,46110,Cerrada,CONECTORES
CA05,46505,Cerrada,VALV DE RETENCION
CA99,46526,Cerrada,CONECTORES
CA99,46526,Cerrada,TUBING
CA99,46526,Cerrada,VALV INTEGRAL
CA05,46561,Cerrada,REPUESTOS
CA05,46561,Cerrada,VA1/VAP/VHP
CA05,46561,Cerrada,VALV ESFERICAS  RVTA.
CA05,46561,Cerrada,VALV INTEGRAL
CA05,46561,Cerrada,VF2
CA06,46658,Cerrada,VA1/VAP/VHP
